DEPT,SUBJ,CRS NUMBER,CAMPUS,MAX ENR,ACT ENR,TERM
FOUN,DRAW,100,SAV,20,15,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,18,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,17,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,18,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,18,202410
FOUN,DRAW,100,SAV,20,16,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,9,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,14,202410
FOUN,DRAW,100,SAV,20,19,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,16,202410
FOUN,DRAW,100,SAV,20,9,202410
FOUN,DRAW,100,SAV,20,16,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,18,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,11,202410
FOUN,DRAW,100,SAV,20,22,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,21,202410
FOUN,DRAW,100,SAV,20,15,202410
FOUN,DRAW,100,SAV,20,18,202410
FOUN,DRAW,100,SAV,20,17,202410
FOUN,DRAW,100,SAV,20,20,202410
FOUN,DRAW,100,SAV,20,17,202410
FOUN,DRAW,100,NOW,20,22,202410
FOUN,DRAW,100,NOW,20,18,202410
FOUN,DRAW,100,NOW,20,14,202410
FOUN,DRAW,100,NOW,20,18,202410
FOUN,DRAW,100,NOW,20,18,202410
FOUN,DRAW,100,NOW,20,22,202410
FOUN,DRAW,100,NOW,20,19,202410
FOUN,DRAW,100,NOW,20,21,202410
FOUN,DRAW,100,NOW,20,16,202410
FOUN,DRAW,100,NOW,20,21,202410
FOUN,DRAW,101,SAV,20,20,202410
FOUN,DRAW,101,SAV,20,20,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,SAV,20,19,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,SAV,20,21,202410
FOUN,DRAW,101,SAV,20,21,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,SAV,20,19,202410
FOUN,DRAW,101,SAV,20,20,202410
FOUN,DRAW,101,SAV,20,21,202410
FOUN,DRAW,101,SAV,20,21,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,SAV,20,20,202410
FOUN,DRAW,101,SAV,20,21,202410
FOUN,DRAW,101,SAV,20,20,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,NOW,20,18,202410
FOUN,DRAW,101,NOW,20,16,202410
FOUN,DRAW,101,SAV,20,22,202410
FOUN,DRAW,101,NOW,20,16,202410
FOUN,DRAW,101,NOW,20,12,202410
FOUN,DRAW,200,SAV,20,19,202410
FOUN,DRAW,200,SAV,20,20,202410
FOUN,DRAW,200,SAV,20,19,202410
FOUN,DRAW,200,SAV,20,20,202410
FOUN,DRAW,200,SAV,20,17,202410
FOUN,DRAW,200,SAV,20,18,202410
FOUN,DRAW,200,SAV,20,19,202410
FOUN,DRAW,200,SAV,20,19,202410
FOUN,DRAW,200,SAV,20,10,202410
FOUN,DRAW,200,SAV,20,17,202410
FOUN,DRAW,200,SAV,20,19,202410
FOUN,DRAW,200,NOW,20,17,202410
FOUN,DRAW,200,NOW,20,9,202410
FOUN,DRAW,206,SAV,20,20,202410
FOUN,DRAW,206,SAV,20,22,202410
FOUN,DRAW,206,SAV,20,22,202410
FOUN,DRAW,206,SAV,20,22,202410
FOUN,DRAW,206,SAV,20,20,202410
FOUN,DRAW,206,SAV,20,20,202410
FOUN,DRAW,206,SAV,20,22,202410
FOUN,DRAW,206,SAV,20,19,202410
FOUN,DRAW,206,SAV,20,20,202410
FOUN,DRAW,206,SAV,20,22,202410
FOUN,DRAW,230,SAV,20,18,202410
FOUN,DRAW,230,SAV,20,19,202410
FOUN,DRAW,230,SAV,20,20,202410
FOUN,DRAW,240,SAV,20,19,202410
FOUN,DRAW,240,SAV,20,12,202410
FOUN,DSGN,100,SAV,20,10,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,17,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,17,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,17,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,13,202410
FOUN,DSGN,100,SAV,20,17,202410
FOUN,DSGN,100,SAV,20,8,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,17,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,16,202410
FOUN,DSGN,100,SAV,20,17,202410
FOUN,DSGN,100,SAV,20,14,202410
FOUN,DSGN,100,SAV,20,16,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,16,202410
FOUN,DSGN,100,SAV,20,11,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,11,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,17,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,19,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,22,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,15,202410
FOUN,DSGN,100,SAV,20,12,202410
FOUN,DSGN,100,SAV,20,13,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,21,202410
FOUN,DSGN,100,SAV,20,12,202410
FOUN,DSGN,100,SAV,20,18,202410
FOUN,DSGN,100,SAV,20,13,202410
FOUN,DSGN,100,SAV,20,16,202410
FOUN,DSGN,100,SAV,20,20,202410
FOUN,DSGN,100,NOW,20,17,202410
FOUN,DSGN,100,NOW,20,15,202410
FOUN,DSGN,100,NOW,20,20,202410
FOUN,DSGN,100,NOW,20,19,202410
FOUN,DSGN,100,NOW,20,16,202410
FOUN,DSGN,100,NOW,20,14,202410
FOUN,DSGN,100,NOW,20,18,202410
FOUN,DSGN,100,NOW,20,21,202410
FOUN,DSGN,100,NOW,20,16,202410
FOUN,DSGN,100,NOW,20,15,202410
FOUN,DSGN,101,SAV,20,20,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,20,202410
FOUN,DSGN,101,SAV,20,19,202410
FOUN,DSGN,101,SAV,20,20,202410
FOUN,DSGN,101,SAV,20,20,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,18,202410
FOUN,DSGN,101,SAV,20,18,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,15,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,21,202410
FOUN,DSGN,101,SAV,20,21,202410
FOUN,DSGN,101,SAV,20,21,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,22,202410
FOUN,DSGN,101,SAV,20,21,202410
FOUN,DSGN,101,SAV,20,21,202410
FOUN,DSGN,101,SAV,20,11,202410
FOUN,DSGN,101,SAV,20,21,202410
FOUN,DSGN,101,SAV,20,21,202410
FOUN,DSGN,101,NOW,20,14,202410
FOUN,DSGN,101,NOW,20,17,202410
FOUN,DSGN,101,NOW,20,18,202410
FOUN,DSGN,101,NOW,20,15,202410
FOUN,DSGN,101,NOW,20,5,202410
FOUN,DSGN,101,NOW,20,20,202410
FOUN,DSGN,102,SAV,20,20,202410
FOUN,DSGN,102,SAV,20,21,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,20,202410
FOUN,DSGN,102,SAV,20,20,202410
FOUN,DSGN,102,SAV,20,21,202410
FOUN,DSGN,102,SAV,20,19,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,21,202410
FOUN,DSGN,102,SAV,20,20,202410
FOUN,DSGN,102,SAV,20,19,202410
FOUN,DSGN,102,SAV,20,21,202410
FOUN,DSGN,102,SAV,20,21,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,21,202410
FOUN,DSGN,102,SAV,20,19,202410
FOUN,DSGN,102,SAV,20,18,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,SAV,20,22,202410
FOUN,DSGN,102,NOW,20,17,202410
FOUN,DSGN,102,NOW,20,14,202410
FOUN,DSGN,102,NOW,20,16,202410
FOUN,DSGN,102,NOW,20,19,202410
FOUN,DSGN,102,NOW,20,15,202410
FOUN,DSGN,102,NOW,20,17,202410
FOUN,DSGN,105,SAV,20,19,202410
FOUN,DSGN,105,SAV,20,19,202410
FOUN,DSGN,105,NOW,20,16,202410
FOUN,DSGN,105,NOW,20,12,202410
FOUN,DSGN,105,NOW,20,21,202410
FOUN,DSGN,105,NOW,20,16,202410
FOUN,DSGN,115,SAV,20,22,202410
FOUN,DSGN,115,SAV,20,22,202410
FOUN,DSGN,115,NOW,20,21,202410
FOUN,DSGN,204,SAV,20,15,202410
FOUN,DSGN,204,SAV,20,21,202410
FOUN,DSGN,204,SAV,20,20,202410
FOUN,DSGN,204,SAV,20,19,202410
FOUN,DSGN,204,SAV,20,22,202410
FOUN,DSGN,204,NOW,20,22,202410
FOUN,DSGN,204,NOW,20,21,202410
FOUN,DSGN,208,SAV,20,19,202410
FOUN,DSGN,208,SAV,20,19,202410
FOUN,DSGN,208,SAV,20,20,202410
FOUN,DSGN,208,SAV,20,21,202410
FOUN,DSGN,208,SAV,20,19,202410
FOUN,DSGN,208,SAV,20,22,202410
FOUN,DSGN,208,SAV,20,21,202410
FOUN,DSGN,208,NOW,20,17,202410
FOUN,DRAW,100,SAV,20,17,202420
FOUN,DRAW,100,SAV,20,21,202420
FOUN,DRAW,100,SAV,20,16,202420
FOUN,DRAW,100,SAV,20,17,202420
FOUN,DRAW,100,SAV,20,22,202420
FOUN,DRAW,100,SAV,20,22,202420
FOUN,DRAW,100,SAV,20,20,202420
FOUN,DRAW,100,SAV,20,18,202420
FOUN,DRAW,100,SAV,20,18,202420
FOUN,DRAW,100,SAV,20,19,202420
FOUN,DRAW,100,SAV,20,18,202420
FOUN,DRAW,100,SAV,20,20,202420
FOUN,DRAW,100,SAV,20,21,202420
FOUN,DRAW,100,SAV,20,21,202420
FOUN,DRAW,100,SAV,20,21,202420
FOUN,DRAW,100,SAV,20,18,202420
FOUN,DRAW,100,SAV,20,22,202420
FOUN,DRAW,100,SAV,20,21,202420
FOUN,DRAW,100,SAV,20,22,202420
FOUN,DRAW,100,SAV,20,20,202420
FOUN,DRAW,100,SAV,20,19,202420
FOUN,DRAW,100,SAV,20,21,202420
FOUN,DRAW,100,SAV,20,21,202420
FOUN,DRAW,100,SAV,20,20,202420
FOUN,DRAW,100,SAV,20,22,202420
FOUN,DRAW,100,SAV,20,16,202420
FOUN,DRAW,100,NOW,20,16,202420
FOUN,DRAW,100,NOW,20,16,202420
FOUN,DRAW,100,NOW,20,12,202420
FOUN,DRAW,100,NOW,20,19,202420
FOUN,DRAW,100,NOW,20,17,202420
FOUN,DRAW,101,SAV,20,18,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,17,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,19,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,15,202420
FOUN,DRAW,101,SAV,20,15,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,18,202420
FOUN,DRAW,101,SAV,20,18,202420
FOUN,DRAW,101,SAV,20,16,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,15,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,19,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,19,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,16,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,18,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,14,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,17,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,19,202420
FOUN,DRAW,101,SAV,20,20,202420
FOUN,DRAW,101,SAV,20,21,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,SAV,20,22,202420
FOUN,DRAW,101,NOW,20,21,202420
FOUN,DRAW,101,NOW,20,21,202420
FOUN,DRAW,101,NOW,20,19,202420
FOUN,DRAW,101,NOW,20,14,202420
FOUN,DRAW,101,NOW,20,10,202420
FOUN,DRAW,101,NOW,20,12,202420
FOUN,DRAW,101,NOW,20,17,202420
FOUN,DRAW,101,NOW,20,19,202420
FOUN,DRAW,101,NOW,20,9,202420
FOUN,DRAW,101,NOW,20,13,202420
FOUN,DRAW,200,SAV,20,15,202420
FOUN,DRAW,200,SAV,20,19,202420
FOUN,DRAW,200,SAV,20,20,202420
FOUN,DRAW,200,SAV,20,20,202420
FOUN,DRAW,200,SAV,20,19,202420
FOUN,DRAW,200,SAV,20,20,202420
FOUN,DRAW,200,SAV,20,20,202420
FOUN,DRAW,200,SAV,20,19,202420
FOUN,DRAW,200,SAV,20,18,202420
FOUN,DRAW,200,SAV,20,15,202420
FOUN,DRAW,200,SAV,20,19,202420
FOUN,DRAW,200,SAV,20,16,202420
FOUN,DRAW,200,SAV,20,19,202420
FOUN,DRAW,200,SAV,20,20,202420
FOUN,DRAW,200,SAV,20,17,202420
FOUN,DRAW,200,SAV,20,20,202420
FOUN,DRAW,200,NOW,20,12,202420
FOUN,DRAW,200,NOW,20,16,202420
FOUN,DRAW,200,NOW,20,10,202420
FOUN,DRAW,206,SAV,20,22,202420
FOUN,DRAW,206,SAV,20,22,202420
FOUN,DRAW,206,SAV,20,22,202420
FOUN,DRAW,206,SAV,20,21,202420
FOUN,DRAW,206,SAV,20,12,202420
FOUN,DRAW,206,SAV,20,19,202420
FOUN,DRAW,206,SAV,20,20,202420
FOUN,DRAW,206,NOW,20,12,202420
FOUN,DRAW,206,NOW,20,7,202420
FOUN,DRAW,210,SAV,20,12,202420
FOUN,DRAW,225,SAV,20,18,202420
FOUN,DRAW,225,SAV,20,11,202420
FOUN,DRAW,230,SAV,20,17,202420
FOUN,DRAW,230,SAV,20,20,202420
FOUN,DRAW,230,SAV,20,20,202420
FOUN,DRAW,230,NOW,20,15,202420
FOUN,DRAW,230,NOW,20,19,202420
FOUN,DRAW,240,SAV,20,17,202420
FOUN,DRAW,240,SAV,20,19,202420
FOUN,DRAW,240,SAV,20,18,202420
FOUN,DRAW,242,SAV,20,19,202420
FOUN,DRAW,250,SAV,20,7,202420
FOUN,DSGN,100,SAV,20,21,202420
FOUN,DSGN,100,SAV,20,16,202420
FOUN,DSGN,100,SAV,20,21,202420
FOUN,DSGN,100,SAV,20,18,202420
FOUN,DSGN,100,SAV,20,18,202420
FOUN,DSGN,100,SAV,20,16,202420
FOUN,DSGN,100,SAV,20,19,202420
FOUN,DSGN,100,SAV,20,21,202420
FOUN,DSGN,100,SAV,20,20,202420
FOUN,DSGN,100,SAV,20,19,202420
FOUN,DSGN,100,SAV,20,17,202420
FOUN,DSGN,100,SAV,20,18,202420
FOUN,DSGN,100,SAV,20,22,202420
FOUN,DSGN,100,SAV,20,21,202420
FOUN,DSGN,100,SAV,20,21,202420
FOUN,DSGN,100,NOW,20,19,202420
FOUN,DSGN,100,NOW,20,17,202420
FOUN,DSGN,100,NOW,20,19,202420
FOUN,DSGN,100,NOW,20,17,202420
FOUN,DSGN,100,NOW,20,16,202420
FOUN,DSGN,100,NOW,20,18,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,19,202420
FOUN,DSGN,101,SAV,20,19,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,14,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,18,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,16,202420
FOUN,DSGN,101,SAV,20,14,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,19,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,18,202420
FOUN,DSGN,101,SAV,20,19,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,20,202420
FOUN,DSGN,101,SAV,20,15,202420
FOUN,DSGN,101,SAV,20,21,202420
FOUN,DSGN,101,SAV,20,18,202420
FOUN,DSGN,101,SAV,20,17,202420
FOUN,DSGN,101,SAV,20,22,202420
FOUN,DSGN,101,SAV,20,19,202420
FOUN,DSGN,101,SAV,20,21,202420
